BirdtreeFormat,Family,Final.polygyny,Final.EPP,Syllable.rep.min,Syllable.rep.final,Syllable.rep.max,Syll.song.min,Syll.song.final,Syll.song.max,Song.rep.min,Song.rep.final,Song.rep.max,Duration.min,Duration.final,Duration.max,Interval.min,Interval.final,Interval.max,Song.rate.min,Song.rate,Song.rate.max,Continuity.min,Continuity,Continuity.max
Platysteira_peltata,Platysteiridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plectrophenax_nivalis,Calcariidae,0,1,7.46,7.46,7.46,7.46,7.46,7.46,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plocepasser_donaldsoni,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plocepasser_mahali,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,500,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_alienus,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_angolensis,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_baglafecht,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_benghalensis,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_bertrandi,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_bicolor,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_capensis,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_cucullatus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_galbula,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_grandis,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_heuglini,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_intermedius,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_jacksoni,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_luteolus,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_megarhynchus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_melanocephalus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_melanogaster,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_nigerrimus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_nigricollis,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_ocularis,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_olivaceiceps,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_pelzelni,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_philippinus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_preussi,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_princeps,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_sanctithomae,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_spekei,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_superciliosus,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_taeniopterus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_tricolor,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_velatus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_vitellinus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_xanthops,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_xanthopterus,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poephila_acuticauda,Estrildidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polioptila_dumicola,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pomatostomus_temporalis,Pomatostomidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pooecetes_gramineus,Passerellidae,0,NA,NA,NA,NA,6.6,6.6,6.6,6,6.2,6.4,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prinia_gracilis,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prionodura_newtoniana,Ptilonorhynchidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prionops_retzii,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Progne_subis,Hirundinidae,0,1,10,10,10,10,10,10,1,1,1,3,3,3,17,17,17,3,3,3,0.15,0.15,0.15
Promerops_cafer,Promeropidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Promerops_gurneyi,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protonotaria_citrea,Parulidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunella_collaris,Prunellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunella_modularis,Prunellidae,NA,0,48,48,48,12,12,12,4,4,4,2.75,2.875,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psaltriparus_minimus,Aegithalidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_angustifrons,Icteridae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_atrovirens,Icteridae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_bifasciatus,Icteridae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_guatimozinus,Icteridae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_viridis,Icteridae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_wagleri,Icteridae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudonestor_xanthophrys,Fringillidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudonigrita_arnaudi,Ploceidae,0,NA,NA,NA,NA,8.5,8.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopodoces_humilis,Paridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoseisura_cristata,Furnariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoseisura_lophotes,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psophodes_olivaceus,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridophora_alberti,Paradisaeidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilonorhynchus_violaceus,Ptilonorhynchidae,1,NA,NA,NA,NA,3.6,3.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptiloris_magnificus,Paradisaeidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_barbatus,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,5.5,5.5,5.5,1.4,1.4,1.4,4.5,4.5,4.5,10.16949153,10.16949153,10.16949153,0.237288136,0.237288136,0.237288136
Pycnonotus_capensis,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_nigricans,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_sinensis,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_xanthopygos,Pycnonotidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnoptilus_floccosus,Acanthizidae,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrocephalus_rubinus,Tyrannidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhocorax_graculus,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhula_pyrrhula,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quelea_cardinalis,Ploceidae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quelea_quelea,Ploceidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_lugubris,Icteridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_major,Icteridae,1,NA,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_mexicanus,Icteridae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_quiscula,Icteridae,0,NA,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_costaricensis,Thraupidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regulus_ignicapilla,Regulidae,NA,NA,4,4,4,4,4,4,1,1,1,2,2,2,5.5,5.5,5.5,8,8,8,0.266666667,0.266666667,0.266666667
Regulus_regulus,Regulidae,NA,NA,6,6,6,6,6,6,1,1,1,3.7,3.7,3.7,6.3,6.3,6.3,6,6,6,0.37,0.37,0.37
Remiz_pendulinus,Remizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidura_leucophrys,Rhipiduridae,0,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopechys_obsoletus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopechys_sanguineus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riparia_riparia,Hirundinidae,0,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salpinctes_obsoletus,Troglodytidae,0,NA,94,94,94,1,1,1,9.4,9.4,9.4,1.5,1.5,1.5,3.5,3.5,3.5,12,12,12,0.3,0.3,0.3
Saroglossa_spiloptera,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxicola_rubetra,Muscicapidae,NA,NA,130,130,130,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxicola_torquatus,Muscicapidae,NA,NA,NA,NA,NA,8,8,8,100,500,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sayornis_nigricans,Tyrannidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sayornis_phoebe,Tyrannidae,0,1,5,5,5,2,2,2,2,2,2,0.4,0.4,0.4,1.7,1.7,1.7,28.57142857,28.57142857,28.57142857,0.19047619,0.190476191,0.19047619
Scenopoeetes_dentirostris,unknown,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scissirostrum_dubium,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerurus_caudacutus,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerurus_guatemalensis,Furnariidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotocerca_inquieta,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seiurus_aurocapilla,Parulidae,0,NA,3,3,3,3,3,3,1,1,1,2.7,2.715,2.73,4.76,4.78,4.8,8.042895442,8.005336891,7.96812749,0.361930295,0.362241494,0.362549801
Seiurus_motacilla,Parulidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seiurus_noveboracensis,Parulidae,0,NA,3.8,3.8,3.8,3.8,3.8,3.8,1,1,1,1.8,1.805,1.81,7.69,7.695,7.7,6.322444679,6.315789474,6.309148265,0.18967334,0.19,0.190325973
Sericornis_frontalis,Acanthizidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_alario,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_albogularis,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_atrogularis,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_burtoni,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_canaria,Fringillidae,0,NA,25,69.85,81,9,9.5,10,100,300,316.2,8.3,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_canicollis,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_citrinipectus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_flaviventris,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_flavivertex,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_gularis,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_leucopterus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_mennelli,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_mozambicus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_nigriceps,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_pusillus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_scotops,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_serinus,Fringillidae,0,0,54,58.75,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_striolatus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_sulphuratus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_syriacus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_totta,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinus_tristriatus,Fringillidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Setophaga_ruticilla,Parulidae,0,1,4,4,4,1.6,1.6,1.6,4,4,4,0.9,0.91,0.92,5.26,5.28,5.3,9.74025974,9.693053312,9.646302251,0.146103896,0.147011309,0.147909968
Sialia_currucoides,Turdidae,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sialia_mexicana,Turdidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sialia_sialis,Turdidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sigelus_silens,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_carolinensis,Sittidae,0,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sitta_europaea,Sittidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Speculipastor_bicolor,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphenoeacus_afer,Macrosphenidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spiza_americana,Cardinalidae,1,NA,2,2,2,2,2,2,1,1,1,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_arborea,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_atrogularis,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_breweri,Passerellidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizella_pallida,Passerellidae,0,NA,1,1,1,1,1,1,1,1,1,1.75,1.75,1.75,6.25,6.25,6.25,7.5,7.5,7.5,0.21875,0.21875,0.21875
Spizella_passerina,Passerellidae,0,NA,1,1,1,1,1,1,1,1,1,2.61,2.61,2.61,6.79,6.79,6.79,6.382978723,6.382978723,6.382978723,0.277659574,0.277659575,0.277659574
Spizella_pusilla,Passerellidae,0,1,2,2,2,2,2,2,1,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizocorys_conirostris,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spizocorys_fringillaris,Alaudidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporophila_minuta,unknown,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporopipes_frontalis,Ploceidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporopipes_squamifrons,Ploceidae,0,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spreo_bicolor,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spreo_fischeri,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenostira_scita,Stenostiridae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_bellicosa,Icteridae,NA,NA,34.5,34.5,34.5,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_defilippii,Icteridae,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_loyca,Icteridae,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_magna,Icteridae,1,NA,389.5,389.5,389.5,5,5,5,70,70,70,1.28,1.28,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnella_neglecta,Icteridae,1,NA,86,86,86,8,8,8,8,8,8,1.5,1.75,2,8,8,8,6.315789474,6.153846154,6,0.157894737,0.17948718,0.2
Sturnella_superciliaris,Icteridae,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_contra,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sturnus_malabaricus,Sturnidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
