BirdtreeFormat,Family,O.C,Final.polygyny,Final.EPP,Syllable.rep.final,Syll.song.final,Song.rep.final,Duration.final,Interval.final,Song.rate,Continuity,EPPSourcedata
Grallina_cyanoleuca,Monarchidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Grallina_cyanoleuca,Monarchidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3% EPP
Grallina_cyanoleuca,Monarchidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 6% EPB
Gymnopithys_leucaspis,Formicariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnopithys_leucaspis,Formicariidae,NA,0,NA,NA,NA,NA,3.7,NA,NA,NA,NA
Gymnorhina_tibicen,Artamidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Gymnorhina_tibicen,Artamidae,NA,NA,1,NA,NA,14,NA,NA,NA,NA,NA
Gymnorhina_tibicen,Artamidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,44% EPP
Gymnorhina_tibicen,Artamidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA, 75.71% EPB
Hemignathus_munroi,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemignathus_virens,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heteromirafra_ruddi,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Himatione_sanguinea,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippolais_icterina,Acrocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippolais_icterina,Acrocephalidae,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA
Hippolais_polyglotta,Acrocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippolais_polyglotta,Acrocephalidae,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
Hirundo_ariel,Hirundinidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Hirundo_ariel,Hirundinidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,14% EPP
Hirundo_ariel,Hirundinidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 20% EPP
Hirundo_rustica,Hirundinidae,1,0,1,20,NA,NA,NA,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,20.2,NA,NA,NA,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,12,NA,NA,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,16.9,NA,NA,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,19.8,NA,NA,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,12,NA,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,100,NA,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,NA,4.01,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,NA,6,NA,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,NA,NA,0.05,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,NA,NA,6,NA,NA,NA
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,NA,NA,NA,NA,NA,28.2% EPP
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,NA,NA,NA,NA,NA, 42.22% EPB
Hirundo_rustica,Hirundinidae,1,0,1,NA,NA,NA,NA,NA,NA,NA, 28.8% EPP
Hirundo_semirufa,Hirundinidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Histurgops_ruficaudus,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyliota_australis,Hyliotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyliota_flavigaster,Hyliotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyliota_violacea,Hyliotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylocichla_mustelina,Turdidae,0,0,1,16,NA,NA,NA,NA,NA,NA,NA
Hylocichla_mustelina,Turdidae,0,0,1,NA,4,NA,NA,NA,NA,NA,NA
Hylocichla_mustelina,Turdidae,0,0,1,NA,NA,18,NA,NA,NA,NA,NA
Hylocichla_mustelina,Turdidae,0,0,1,NA,NA,NA,1.56,NA,NA,NA,NA
Hylocichla_mustelina,Turdidae,0,0,1,NA,NA,NA,NA,3,NA,NA,NA
Hylocichla_mustelina,Turdidae,0,0,1,NA,NA,NA,NA,3.04,NA,NA,NA
Hylocichla_mustelina,Turdidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,16.58% EPB
Hylocichla_mustelina,Turdidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 6%/40% EPP
Hypergerus_atriceps,Cisticolidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypothymis_azurea,Monarchidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypsipetes_olivaceus,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icteria_virens,Icteriidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icterus_bullockii,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icterus_galbula,Icteridae,NA,0,NA,8.5,NA,NA,NA,NA,NA,NA,NA
Icterus_galbula,Icteridae,NA,0,NA,NA,10.7,NA,NA,NA,NA,NA,NA
Icterus_galbula,Icteridae,NA,0,NA,NA,NA,6.5,NA,NA,NA,NA,NA
Icterus_galbula,Icteridae,NA,0,NA,NA,NA,NA,1.4,NA,NA,NA,NA
Icterus_galbula,Icteridae,NA,0,NA,NA,NA,NA,NA,10.59,NA,NA,NA
Icterus_galbula,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icterus_gularis,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icterus_pustulatus,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ixos_amaurotis,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,2.4,NA,NA,NA,NA,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,1.2,NA,NA,NA,NA,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,NA,1,NA,NA,NA,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,NA,1.1,NA,NA,NA,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,NA,NA,5,NA,NA,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,NA,NA,5,NA,NA,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,NA,NA,NA,1.4,NA,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,NA,NA,NA,NA,4.5,NA,NA,NA
Junco_hyemalis,Passerellidae,0,0,1,NA,NA,NA,NA,NA,NA,NA,34.2% EPB
Junco_hyemalis,Passerellidae,0,0,1,NA,NA,NA,NA,NA,NA,NA, 28% EPP
Junco_phaeonotus,Passerellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Junco_phaeonotus,Passerellidae,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Junco_phaeonotus,Passerellidae,NA,NA,NA,NA,NA,NA,1.63,NA,NA,NA,NA
Junco_phaeonotus,Passerellidae,NA,NA,NA,NA,NA,NA,NA,5.46,NA,NA,NA
Lagonosticta_senegala,Estrildidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lagonosticta_senegala,Estrildidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Lalage_tricolor,Campephagidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_australis,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_caudatus,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_chalybaeus,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_corruscus,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_mevesii,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_nitens,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_pulcher,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_purpureiceps,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_purpuroptera,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_purpuroptera,Sturnidae,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA
Lamprotornis_splendidus,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_superbus,Sturnidae,1,0,1,39,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_superbus,Sturnidae,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Lamprotornis_superbus,Sturnidae,1,0,1,NA,NA,NA,NA,NA,NA,NA,25% EPB
Lamprotornis_superbus,Sturnidae,1,0,1,NA,NA,NA,NA,NA,NA,NA, 14% EPP
Laniarius_erythrogaster,Malaconotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laniarius_erythrogaster,Malaconotidae,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA
Lanius_bucephalus,Laniidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_bucephalus,Laniidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,10.1% EPP
Lanius_bucephalus,Laniidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 16.7% EPB
Lanius_collaris,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_collurio,Laniidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_collurio,Laniidae,NA,NA,0,NA,12,NA,NA,NA,NA,NA,NA
Lanius_collurio,Laniidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5.2% EPP
Lanius_collurio,Laniidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 33.33% EPB
Lanius_dorsalis,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_excubitor,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_gubernator,Laniidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_ludovicianus,Laniidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_ludovicianus,Laniidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,13.89% EPB
Lanius_minor,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_nubicus,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_schach,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_senator,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_somalicus,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_sphenocercus,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_tigrinus,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanius_vittatus,Laniidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptasthenura_striolata,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptasthenura_yanacensis,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptasthenura_yanacensis,Furnariidae,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA
Leucopsar_rothschildi,Sturnidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucosticte_atrata,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucosticte_australis,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucosticte_tephrocotis,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnothlypis_swainsonii,Parulidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnothlypis_swainsonii,Parulidae,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Locustella_fluviatilis,Locustellidae,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA
Locustella_fluviatilis,Locustellidae,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA
Locustella_fluviatilis,Locustellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Locustella_luscinioides,Locustellidae,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA
Locustella_luscinioides,Locustellidae,NA,0,NA,1.5,NA,NA,NA,NA,NA,NA,NA
Locustella_luscinioides,Locustellidae,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA
Locustella_luscinioides,Locustellidae,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Locustella_luscinioides,Locustellidae,NA,0,NA,NA,NA,NA,46,NA,NA,NA,NA
Locustella_luscinioides,Locustellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Locustella_naevia,Locustellidae,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA
Locustella_naevia,Locustellidae,0,0,NA,1.5,NA,NA,NA,NA,NA,NA,NA
Locustella_naevia,Locustellidae,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA
Locustella_naevia,Locustellidae,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Locustella_naevia,Locustellidae,0,0,NA,NA,NA,NA,51,NA,NA,NA,NA
Locustella_naevia,Locustellidae,0,0,NA,NA,NA,NA,NA,1.5,NA,NA,NA
Locustella_naevia,Locustellidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lonchura_striata,Estrildidae,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
Lonchura_striata,Estrildidae,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
Lonchura_striata,Estrildidae,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Lonchura_striata,Estrildidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lophorina_superba,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loxia_curvirostra,Fringillidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Loxia_curvirostra,Fringillidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0% EPB
Loxia_leucoptera,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loxia_leucoptera,Fringillidae,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA
Loxia_scotica,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loxioides_bailleui,Fringillidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Loxioides_bailleui,Fringillidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0% EPP
Loxioides_bailleui,Fringillidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 0% EPB
Loxioides_bailleui,Fringillidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 0% EPP
Loxops_coccineus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lullula_arborea,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia_luscinia,Muscicapidae,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
Luscinia_luscinia,Muscicapidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia_megarhynchos,Muscicapidae,1,0,NA,1160,NA,NA,NA,NA,NA,NA,NA
Luscinia_megarhynchos,Muscicapidae,1,0,NA,NA,7.5,NA,NA,NA,NA,NA,NA
Luscinia_megarhynchos,Muscicapidae,1,0,NA,NA,NA,220,NA,NA,NA,NA,NA
Luscinia_megarhynchos,Muscicapidae,1,0,NA,NA,NA,NA,3.12,NA,NA,NA,NA
Luscinia_megarhynchos,Muscicapidae,1,0,NA,NA,NA,NA,NA,3.78,NA,NA,NA
Luscinia_megarhynchos,Muscicapidae,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia_svecica,Muscicapidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Luscinia_svecica,Muscicapidae,NA,1,1,NA,18,NA,NA,NA,NA,NA,NA
Luscinia_svecica,Muscicapidae,NA,1,1,NA,5,NA,NA,NA,NA,NA,NA
Luscinia_svecica,Muscicapidae,NA,1,1,NA,NA,NA,5,NA,NA,NA,NA
Luscinia_svecica,Muscicapidae,NA,1,1,NA,NA,NA,15,NA,NA,NA,NA
Luscinia_svecica,Muscicapidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,33%/64% EPB
Luscinia_svecica,Muscicapidae,NA,1,1,NA,NA,NA,NA,NA,NA,NA, 44% EPP
Macronyx_ameliae,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macronyx_aurantiigula,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macronyx_capensis,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macronyx_croceus,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macronyx_fuellebornii,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macronyx_sharpei,Motacillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaconotus_blanchoti,Malaconotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaconotus_blanchoti,Malaconotidae,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA
Malimbus_cassini,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus_coronatus,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus_erythrogaster,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus_ibadanensis,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus_malimbicus,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus_malimbicus,Ploceidae,NA,0,NA,NA,NA,NA,2.5,NA,NA,NA,NA
Malimbus_nitens,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus_racheliae,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus_rubricollis,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malimbus_scutatus,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_alboscapulatus,Maluridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_alboscapulatus,Maluridae,NA,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA
Malurus_amabilis,Maluridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_coronatus,Maluridae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_coronatus,Maluridae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,5.8% EPB
Malurus_cyaneus,Maluridae,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA
Malurus_cyaneus,Maluridae,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA
Malurus_cyaneus,Maluridae,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Malurus_cyaneus,Maluridae,NA,NA,1,NA,NA,NA,2.9,NA,NA,NA,NA
Malurus_cyaneus,Maluridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_cyaneus,Maluridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,69.28% EPB
Malurus_cyanocephalus,Maluridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_elegans,Maluridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_lamberti,Maluridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_leucopterus,Maluridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_leucopterus,Maluridae,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA
Malurus_melanocephalus,Maluridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_melanocephalus,Maluridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"51% EPP, 62.7% EPB"
Malurus_pulcherrimus,Maluridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_splendens,Maluridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Malurus_splendens,Maluridae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,55.35% EPB
Manorina_melanocephala,Meliphagidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Manorina_melanocephala,Meliphagidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5.9% EPP
Manorina_melanocephala,Meliphagidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA, 5.7% EPB
Manucodia_chalybatus,Paradisaeidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manucodia_keraudrenii,Paradisaeidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manucodia_keraudrenii,Paradisaeidae,NA,0,NA,NA,NA,NA,30,NA,NA,NA,NA
Melaenornis_edolioides,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melaenornis_pammelaina,Muscicapidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melaenornis_pammelaina,Muscicapidae,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA
Melanocorypha_calandra,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melanodryas_cucullata,Petroicidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melocichla_mentalis,Macrosphenidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melophus_lathami,Emberizidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melospiza_georgiana,Passerellidae,0,1,1,3,NA,NA,NA,NA,NA,NA,NA
Melospiza_georgiana,Passerellidae,0,1,1,NA,3.5,NA,NA,NA,NA,NA,NA
Melospiza_georgiana,Passerellidae,0,1,1,NA,NA,3,NA,NA,NA,NA,NA
Melospiza_georgiana,Passerellidae,0,1,1,NA,NA,3.5,NA,NA,NA,NA,NA
Melospiza_georgiana,Passerellidae,0,1,1,NA,NA,2.2,NA,NA,NA,NA,NA
Melospiza_georgiana,Passerellidae,0,1,1,NA,NA,NA,2,NA,NA,NA,NA
Melospiza_georgiana,Passerellidae,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Melospiza_georgiana,Passerellidae,0,1,1,NA,NA,NA,NA,NA,NA,NA,41.6% EPB
Melospiza_lincolnii,Passerellidae,1,0,NA,20.4,NA,NA,NA,NA,NA,NA,NA
Melospiza_lincolnii,Passerellidae,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melospiza_lincolnii,Passerellidae,1,0,NA,NA,NA,2,NA,NA,NA,NA,NA
Melospiza_melodia,Passerellidae,NA,0,0,38,NA,NA,NA,NA,NA,NA,NA
Melospiza_melodia,Passerellidae,NA,0,0,NA,5,NA,NA,NA,NA,NA,NA
Melospiza_melodia,Passerellidae,NA,0,0,NA,NA,9,NA,NA,NA,NA,NA
Melospiza_melodia,Passerellidae,NA,0,0,NA,NA,15,NA,NA,NA,NA,NA
Melospiza_melodia,Passerellidae,NA,0,0,NA,NA,NA,2.62,NA,NA,NA,NA
Melospiza_melodia,Passerellidae,NA,0,0,NA,NA,NA,NA,6.07,NA,NA,NA
Melospiza_melodia,Passerellidae,NA,0,0,NA,NA,NA,NA,9.18,NA,NA,NA
Melospiza_melodia,Passerellidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,8.8% EPP
Melospiza_melodia,Passerellidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA, 40.87% EPB
Miliaria_calandra,Emberizidae,NA,1,0,9,NA,NA,NA,NA,NA,NA,NA
Miliaria_calandra,Emberizidae,NA,1,0,NA,20,NA,NA,NA,NA,NA,NA
Miliaria_calandra,Emberizidae,NA,1,0,NA,NA,2,NA,NA,NA,NA,NA
Miliaria_calandra,Emberizidae,NA,1,0,NA,NA,2.5,NA,NA,NA,NA,NA
Miliaria_calandra,Emberizidae,NA,1,0,NA,NA,NA,1.6,NA,NA,NA,NA
Miliaria_calandra,Emberizidae,NA,1,0,NA,NA,NA,NA,10.89,NA,NA,NA
Miliaria_calandra,Emberizidae,NA,1,0,NA,NA,NA,NA,NA,NA,NA,7% EPP
Miliaria_calandra,Emberizidae,NA,1,0,NA,NA,NA,NA,NA,NA,NA, 6.7% EPB
Mimus_gilvus,Mimidae,NA,0,NA,500,NA,NA,NA,NA,NA,NA,NA
Mimus_gilvus,Mimidae,NA,0,NA,NA,2.96,NA,NA,NA,NA,NA,NA
Mimus_gilvus,Mimidae,NA,0,NA,NA,NA,500,NA,NA,NA,NA,NA
Mimus_gilvus,Mimidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mimus_gundlachii,Mimidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mimus_longicaudatus,Mimidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mimus_parvulus,Mimidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mimus_patagonicus,Mimidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,216,NA,NA,NA,NA,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,NA,1000,NA,NA,NA,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,NA,190,NA,NA,NA,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,NA,20,NA,NA,NA,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,NA,NA,190,NA,NA,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,NA,NA,1000,NA,NA,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,NA,NA,NA,3.06,NA,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,NA,NA,NA,NA,1.1,NA,NA,NA
Mimus_polyglottos,Mimidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,8% EPP
Mimus_thenca,Mimidae,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mino_anais,Sturnidae,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_africana,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_africana,Alaudidae,NA,0,NA,NA,NA,NA,0.6,NA,NA,NA,NA
Mirafra_africana,Alaudidae,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA
Mirafra_africanoides,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_africanoides,Alaudidae,NA,0,NA,NA,NA,NA,3.5,NA,NA,NA,NA
Mirafra_gilletti,Alaudidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirafra_hova,Alaudidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
